 sep=;
Ctg ID; From Bus; From Name; To Bus - ID; To Name; Flow Change (MVA); Flow Change (%); Flow BCase (MVA); Flow Ctg (MVA); Rating (MVA); 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 5436; RGONCA-PI500; 5575    #02; RG-CO2CAP500; -11.6; -4.8; 241.3; 229.6; 2104.0; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 5679; PNBIII-PI500; 9525    #10; PNB3--CER020; -10.7; -12.6; 85.5; 74.7; 300.0; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 5480; SOBRA3-CE500; 9516    #03; SOBRALCER016; -7.7; -11.8; 65.5; 57.8; 250.0; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 7.1; 1.6; 448.6; 455.7; 2046.0; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 7.1; 1.6; 448.6; 455.7; 2046.0; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; 5.9; 1.4; 430.1; 435.9; 2165.0; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; 5.7; 2.2; 258.7; 264.4; 2104.0; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; 5.3; 2.1; 252.6; 257.9; 1992.0; 
XINGU--PA500(8100) SPELAD-PA500(6754) #1; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 5.1; 1.5; 342.8; 347.9; 3600.0; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 5570; S.J.PI-PI500; 43953    #06; SJ-BEA-PI500; -0.0; -0.0; 277.2; 277.2; 1559.0; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 5480; SOBRA3-CE500; 9516    #03; SOBRALCER016; -0.0; -0.0; 65.5; 65.5; 250.0; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 5503; TERESI-PI069; 8035    #01; TSA.MA-PI069; 0.0; 0.0; 169.7; 169.7; 9999.0; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 6641; CURRAL-PI230; 5303    #03; CHAPA1-PI230; -0.0; -0.0; 48.3; 48.3; 9999.0; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 5327; CHAPA1-PI138; 8354    #01; CHA1PE-PI138; -0.0; -0.0; 55.7; 55.7; 9999.0; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 5571; S.J.PI-PI230; 8409    #01; GRAVIO-PI230; -0.0; -0.0; 135.1; 135.1; 9999.0; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 6631; CHAPA2-PI230; 5305    #01; CHAPA3-PI230; -0.0; -0.0; 23.9; 23.9; 409.0; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 8953; SGT3-2-PI000; 8954    #03; SGT3-3-PI000; 0.0; 0.0; 9.7; 9.7; 9999.0; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 5577; SJ-SB2CAP500; 6300    #02; SOBRAD-BA500; -0.0; -0.0; 496.1; 496.1; 1992.0; 
MIRAC2-TO013(7211) MIRAC2-TO000(7210) #2; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; -0.0; -0.0; 310.0; 310.0; 3464.0; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; 65.2; 5.7; 1136.8; 1202.1; 2922.0; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; 63.3; 5.7; 1114.4; 1177.7; 3464.0; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; 24.0; 9.5; 252.6; 276.6; 1992.0; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; 23.7; 9.2; 258.7; 282.4; 2104.0; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; 23.1; 9.3; 247.3; 270.4; 1992.0; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; 22.8; 9.0; 252.7; 275.5; 2511.0; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 17.7; 3.9; 448.6; 466.3; 2046.0; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 17.7; 3.9; 448.6; 466.3; 2046.0; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; 16.1; 3.7; 430.1; 446.2; 2165.0; 
GR-MI1CAP500(7102) MI-GR1CAP500(7201) #1; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; 15.1; 3.1; 480.2; 495.3; 1992.0; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 8366; SGT1-1-PI000; 8432    #01; SGT1-2-PI000; 66.1; 100.0; 66.0; 132.1; 9999.0; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 8433; SGT1-3-PI000; 8434    #01; SGT1-4-PI000; -66.0; -100.0; 66.0; 0.0; 9999.0; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 8432; SGT1-2-PI000; 8433    #01; SGT1-3-PI000; 65.4; 10166.0; 0.6; 66.0; 9999.0; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 7190; GILBU2-PI500; 8188    #04; S.GONC-PI500; -0.2; -0.1; 359.5; 359.3; 9999.0; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; 0.1; 0.0; 1136.8; 1136.9; 2922.0; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 0.1; 0.0; 342.8; 342.9; 3600.0; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 8188; S.GONC-PI500; 8366    #01; SGT1-1-PI000; 0.1; 0.0; 132.1; 132.1; 9999.0; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 8188; S.GONC-PI500; 8952    #03; SGT3-1-PI000; 0.1; 0.1; 98.5; 98.5; 9999.0; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 0.0; 0.0; 448.6; 448.6; 2046.0; 
SGT1-1-PI000(8366) SGT1-4-PI000(8434) #1; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 0.0; 0.0; 448.6; 448.6; 2046.0; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; -19.1; -6.2; 310.0; 290.9; 3464.0; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 5570; S.J.PI-PI500; 6640    #01; CURRAL-PI500; 18.2; 5.2; 351.6; 369.8; 1992.0; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 6640; CURRAL-PI500; 5380    #04; MLG2---CE500; 17.0; 5.2; 325.5; 342.4; 1992.0; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 5325; QUEIMA-PI500; 8338    #01; OITIS--PI500; -8.5; -4.8; 178.0; 169.5; 9999.0; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 6641; CURRAL-PI230; 6640    #03; CURRAL-PI500; -7.8; -3.0; 264.2; 256.4; 720.0; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 6641; CURRAL-PI230; 6640    #01; CURRAL-PI500; -6.6; -3.0; 222.9; 216.3; 600.0; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 6641; CURRAL-PI230; 6640    #02; CURRAL-PI500; -6.6; -3.0; 222.9; 216.3; 602.0; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 5380; MLG2---CE500; 7922    #01; S.SURU-PE500; 4.1; 0.6; 655.4; 659.5; 2186.0; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 6641; CURRAL-PI230; 44527    #04; CNP-T4-PI000; 4.1; 1.0; 427.7; 431.8; 720.0; 
MLG2---CE500(5380) QUEIMA-PI500(5325) #3; 6640; CURRAL-PI500; 44527    #04; CNP-T4-PI000; 4.1; 1.0; 427.7; 431.8; 720.0; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; 10.9; 4.3; 252.6; 263.5; 1992.0; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; 10.8; 4.2; 258.7; 269.5; 2104.0; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; 10.4; 4.2; 247.3; 257.7; 1992.0; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; 10.3; 4.1; 252.7; 263.0; 2511.0; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 6.5; 1.9; 342.8; 349.3; 3600.0; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 5.6; 1.3; 448.6; 454.2; 2046.0; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 5.6; 1.3; 448.6; 454.2; 2046.0; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; 5.1; 1.2; 430.1; 435.1; 2165.0; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; 4.8; 1.6; 310.0; 314.8; 3464.0; 
COLINA-TO500(7300) CO-MI1CAP500(7301) #1; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; 3.9; 0.8; 480.2; 484.1; 1992.0; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 8432; SGT1-2-PI000; 8189    #01; SGON-1-PI034; 228.8; 346.4; 66.0; 294.8; 9999.0; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 5818; SGON-1UFV242; 8189    #01; SGON-1-PI034; 222.8; 337.1; 66.1; 288.9; 9999.0; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 8432; SGT1-2-PI000; 8433    #01; SGT1-3-PI000; 179.1; 27838.3; 0.6; 179.7; 9999.0; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; -158.8; -14.3; 1114.4; 955.6; 3464.0; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; -157.9; -13.9; 1136.8; 978.9; 2922.0; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 8188; S.GONC-PI500; 8366    #01; SGT1-1-PI000; 100.0; 75.7; 132.1; 232.1; 9999.0; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 8366; SGT1-1-PI000; 8432    #01; SGT1-2-PI000; 50.1; 75.8; 66.0; 116.1; 9999.0; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 8366; SGT1-1-PI000; 8434    #01; SGT1-4-PI000; 49.9; 75.7; 66.0; 116.0; 9999.0; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 8433; SGT1-3-PI000; 8434    #01; SGT1-4-PI000; 49.9; 75.7; 66.0; 116.0; 9999.0; 
GILBU2-PI500(7190) S.GONC-PI500(8188) #4; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 46.5; 13.6; 342.8; 389.3; 3600.0; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; -44.1; -3.9; 1136.8; 1092.7; 2922.0; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; -41.5; -3.7; 1114.4; 1072.9; 3464.0; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; -7.7; -2.2; 342.8; 335.2; 3600.0; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; -7.0; -2.3; 310.0; 303.0; 3464.0; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; -3.7; -1.5; 252.6; 248.9; 1992.0; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; -3.7; -1.5; 247.3; 243.6; 1992.0; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; -3.6; -1.4; 258.7; 255.1; 2104.0; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; -3.5; -1.4; 252.7; 249.2; 2511.0; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 5436; RGONCA-PI500; 5575    #02; RG-CO2CAP500; -3.3; -1.4; 241.3; 237.9; 2104.0; 
BARREI-BA500(6360) BRREC5CAP500(6080) #5; 5436; RGONCA-PI500; 5437    #01; RG-CO1CAP500; -3.2; -1.3; 241.4; 238.2; 1992.0; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 7190; GILBU2-PI500; 8188    #04; S.GONC-PI500; -126.8; -35.3; 359.5; 232.7; 9999.0; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 8366; SGT1-1-PI000; 8432    #01; SGT1-2-PI000; -66.0; -100.0; 66.0; 0.0; 9999.0; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 8366; SGT1-1-PI000; 8434    #01; SGT1-4-PI000; -66.0; -100.0; 66.0; 0.0; 9999.0; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 8433; SGT1-3-PI000; 8434    #01; SGT1-4-PI000; -66.0; -100.0; 66.0; 0.0; 9999.0; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 8432; SGT1-2-PI000; 8433    #01; SGT1-3-PI000; 65.4; 10163.3; 0.6; 66.0; 9999.0; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; -61.4; -5.4; 1136.8; 1075.4; 2922.0; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; -60.7; -5.4; 1114.4; 1053.7; 3464.0; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 15.8; 4.6; 342.8; 358.6; 3600.0; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; -5.3; -1.1; 480.2; 474.9; 1992.0; 
S.GONC-PI500(8188) SGT1-1-PI000(8366) #1; 5577; SJ-SB2CAP500; 6300    #02; SOBRAD-BA500; -5.1; -1.0; 496.1; 491.0; 1992.0; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 7181; B.JESU-PI230; 44027    #01; BJE-T1-PI000; 5.9; 100.8; 5.9; 11.8; 60.0; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 7183; B.JESU-PI069; 44027    #01; BJE-T1-PI000; 5.8; 100.0; 5.8; 11.7; 60.0; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 7183; B.JESU-PI069; 44029    #02; BJE-T2-PI000; -5.8; -100.0; 5.8; 0.0; 60.0; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 5681; E.MART-PI230; 9526    #03; EMART-CER006; -0.1; -3.4; 3.2; 3.1; 40.0; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 7190; GILBU2-PI500; 7191    #01; GILBUE-PI230; -0.1; -0.3; 22.7; 22.6; 300.0; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 7181; B.JESU-PI230; 5681    #03; E.MART-PI230; 0.1; 0.2; 28.8; 28.8; 327.0; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 7191; GILBUE-PI230; 7181    #01; B.JESU-PI230; -0.1; -0.3; 18.2; 18.2; 388.0; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 0.0; 0.0; 342.8; 342.8; 3600.0; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 0.0; 0.0; 448.6; 448.6; 2046.0; 
B.JESU-PI230(7181) BJE-T2-PI000(44029) #2; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 0.0; 0.0; 448.6; 448.6; 2046.0; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 5510; B.ESPE-PI500; 5580    #07; P.DUTR-MA500; 6.9; 2.7; 256.1; 263.0; 1732.0; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 5.5; 1.6; 342.8; 348.3; 3600.0; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 43953; SJ-BEA-PI500; 5574    #06; SJ-BEACAP500; 5.2; 1.9; 277.2; 282.4; 1559.0; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 5570; S.J.PI-PI500; 43953    #06; SJ-BEA-PI500; 5.2; 1.9; 277.2; 282.4; 1559.0; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 5574; SJ-BEACAP500; 5510    #06; B.ESPE-PI500; 5.2; 1.9; 265.9; 271.1; 2165.0; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 5.0; 1.1; 448.6; 453.6; 2046.0; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 5.0; 1.1; 448.6; 453.6; 2046.0; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 5451; FTZ2---CE500; 5428    #05; QUIXAD-CE500; -4.6; -2.0; 226.5; 221.9; 2608.0; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; 4.3; 1.0; 430.1; 434.4; 2165.0; 
SPELAD-PA500(6754) ITACAI-PA500(6440) #1; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; 4.3; 1.7; 258.7; 263.0; 2104.0; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; -287.8; -25.8; 1114.4; 826.6; 3464.0; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; -36.8; -10.7; 342.8; 306.0; 3600.0; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 16.8; 3.7; 448.6; 465.4; 2046.0; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 16.8; 3.7; 448.6; 465.4; 2046.0; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; 16.6; 3.5; 480.2; 496.8; 1992.0; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; 15.5; 3.6; 430.1; 445.6; 2165.0; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 5577; SJ-SB2CAP500; 6300    #02; SOBRAD-BA500; 13.6; 2.7; 496.1; 509.7; 1992.0; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; 7.9; 2.5; 310.0; 317.9; 3464.0; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; -6.5; -2.6; 252.6; 246.1; 1992.0; 
GILBU2-PI500(7190) GB-BR-CAP500(7197) #2; 5436; RGONCA-PI500; 5575    #02; RG-CO2CAP500; -6.4; -2.7; 241.3; 234.8; 2104.0; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 5571; S.J.PI-PI230; 5681    #02; E.MART-PI230; -10.4; -20.1; 51.8; 41.4; 199.0; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 5571; S.J.PI-PI230; 42344    #01; SJPIT1-PI000; 4.9; 8.3; 58.6; 63.5; 300.0; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 5571; S.J.PI-PI230; 44084    #02; SJPIT2-PI000; 4.9; 8.3; 58.6; 63.5; 360.0; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 5570; S.J.PI-PI500; 42344    #01; SJPIT1-PI000; 4.8; 8.3; 58.5; 63.4; 300.0; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 5570; S.J.PI-PI500; 44084    #02; SJPIT2-PI000; 4.8; 8.3; 58.5; 63.4; 360.0; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; -3.8; -0.3; 1114.4; 1110.6; 3464.0; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 3.6; 1.0; 342.8; 346.4; 3600.0; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; -3.2; -0.3; 1136.8; 1133.6; 2922.0; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 1.6; 0.4; 448.6; 450.2; 2046.0; 
GILBUE-PI230(7191) B.JESU-PI230(7181) #1; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 1.6; 0.4; 448.6; 450.2; 2046.0; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 7190; GILBU2-PI500; 8188    #04; S.GONC-PI500; -121.6; -33.8; 359.5; 237.9; 9999.0; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 8367; SGT2-1-PI000; 8436    #02; SGT2-2-PI000; -63.2; -100.0; 63.2; 0.0; 9999.0; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 8367; SGT2-1-PI000; 8438    #02; SGT2-4-PI000; -63.2; -100.0; 63.2; 0.0; 9999.0; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 8437; SGT2-3-PI000; 8438    #02; SGT2-4-PI000; -63.2; -100.0; 63.2; 0.0; 9999.0; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; -58.8; -5.2; 1136.8; 1078.0; 2922.0; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; -58.1; -5.2; 1114.4; 1056.3; 3464.0; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 8436; SGT2-2-PI000; 8437    #02; SGT2-3-PI000; 57.6; 2076.8; 2.8; 60.4; 9999.0; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 15.1; 4.4; 342.8; 357.9; 3600.0; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 8372; SGON-3UFV242; 8369    #01; SGON-3-PI034; -5.6; -8.5; 66.1; 60.5; 9999.0; 
S.GONC-PI500(8188) SGT2-1-PI000(8367) #2; 8436; SGT2-2-PI000; 8369    #02; SGON-3-PI034; -5.5; -8.4; 66.0; 60.5; 9999.0; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 8367; SGT2-1-PI000; 8438    #02; SGT2-4-PI000; 63.3; 100.1; 63.2; 126.5; 9999.0; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 8437; SGT2-3-PI000; 8438    #02; SGT2-4-PI000; 63.3; 100.1; 63.2; 126.5; 9999.0; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 8436; SGT2-2-PI000; 8437    #02; SGT2-3-PI000; 63.2; 2278.4; 2.8; 66.0; 9999.0; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 7190; GILBU2-PI500; 8188    #04; S.GONC-PI500; -0.2; -0.1; 359.5; 359.3; 9999.0; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; 0.1; 0.0; 1136.8; 1136.9; 2922.0; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 0.1; 0.0; 342.8; 342.9; 3600.0; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 8188; S.GONC-PI500; 8952    #03; SGT3-1-PI000; 0.0; 0.0; 98.5; 98.5; 9999.0; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 8188; S.GONC-PI500; 8367    #02; SGT2-1-PI000; 0.0; 0.0; 126.4; 126.5; 9999.0; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 0.0; 0.0; 448.6; 448.6; 2046.0; 
SGT2-1-PI000(8367) SGT2-2-PI000(8436) #2; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 0.0; 0.0; 448.6; 448.6; 2046.0; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; 62.5; 5.5; 1136.8; 1199.3; 2922.0; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; 60.5; 5.4; 1114.4; 1174.9; 3464.0; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; 23.6; 9.4; 252.6; 276.3; 1992.0; 
GR-MI2CAP500(7104) MI-GR2CAP500(7203) #2; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; 23.4; 9.0; 258.7; 282.1; 2104.0; 
