 sep=;
Ctg ID; From Bus; From Name; To Bus - ID; To Name; Flow Change (MVA); Flow Change (%); Flow BCase (MVA); Flow Ctg (MVA); Rating (MVA); 
MIRACE-TO500(7200) LAJEAD-TO500(7204) #2; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; 1.0; 0.4; 252.6; 253.6; 1992.0; 
MIRACE-TO500(7200) LAJEAD-TO500(7204) #2; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; 1.0; 0.4; 252.7; 253.7; 2511.0; 
MIRACE-TO500(7200) LAJEAD-TO500(7204) #2; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; 0.9; 0.4; 247.3; 248.2; 1992.0; 
MIRACE-TO500(7200) LAJEAD-TO500(7204) #2; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 0.9; 0.2; 448.6; 449.5; 2046.0; 
MIRACE-TO500(7200) LAJEAD-TO500(7204) #2; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 0.9; 0.2; 448.6; 449.5; 2046.0; 
MIRACE-TO500(7200) LAJEAD-TO500(7204) #2; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; 0.7; 0.2; 430.1; 430.8; 2165.0; 
MIRACE-TO500(7200) LAJEAD-TO500(7204) #2; 5679; PNBIII-PI500; 9525    #10; PNB3--CER020; -0.6; -0.7; 85.5; 84.8; 300.0; 
SPELAD-PA500(6754) MIRACE-TO500(7200) #1; 5510; B.ESPE-PI500; 5580    #07; P.DUTR-MA500; 17.7; 6.9; 256.1; 273.7; 1732.0; 
SPELAD-PA500(6754) MIRACE-TO500(7200) #1; 5436; RGONCA-PI500; 5437    #01; RG-CO1CAP500; -15.5; -6.4; 241.4; 225.9; 1992.0; 
SPELAD-PA500(6754) MIRACE-TO500(7200) #1; 5436; RGONCA-PI500; 5575    #02; RG-CO2CAP500; -15.2; -6.3; 241.3; 226.0; 2104.0; 
SPELAD-PA500(6754) MIRACE-TO500(7200) #1; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 14.9; 3.3; 448.6; 463.6; 2046.0; 
SPELAD-PA500(6754) MIRACE-TO500(7200) #1; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 14.9; 3.3; 448.6; 463.6; 2046.0; 
SPELAD-PA500(6754) MIRACE-TO500(7200) #1; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 14.7; 4.3; 342.8; 357.5; 3600.0; 
SPELAD-PA500(6754) MIRACE-TO500(7200) #1; 5574; SJ-BEACAP500; 5510    #06; B.ESPE-PI500; 13.3; 5.0; 265.9; 279.2; 2165.0; 
SPELAD-PA500(6754) MIRACE-TO500(7200) #1; 5570; S.J.PI-PI500; 43953    #06; SJ-BEA-PI500; 13.0; 4.7; 277.2; 290.3; 1559.0; 
SPELAD-PA500(6754) MIRACE-TO500(7200) #1; 43953; SJ-BEA-PI500; 5574    #06; SJ-BEACAP500; 13.0; 4.7; 277.2; 290.3; 1559.0; 
SPELAD-PA500(6754) MIRACE-TO500(7200) #1; 5451; FTZ2---CE500; 5428    #05; QUIXAD-CE500; -12.8; -5.6; 226.5; 213.8; 2608.0; 
SPELAD-PA500(6754) INTEGR-PA500(6560) #1; 5436; RGONCA-PI500; 5437    #01; RG-CO1CAP500; -2.4; -1.0; 241.4; 239.0; 1992.0; 
SPELAD-PA500(6754) INTEGR-PA500(6560) #1; 5436; RGONCA-PI500; 5575    #02; RG-CO2CAP500; -2.4; -1.0; 241.3; 238.9; 2104.0; 
SPELAD-PA500(6754) INTEGR-PA500(6560) #1; 5679; PNBIII-PI500; 9525    #10; PNB3--CER020; -2.1; -2.4; 85.5; 83.4; 300.0; 
SPELAD-PA500(6754) INTEGR-PA500(6560) #1; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; 1.9; 0.7; 258.7; 260.6; 2104.0; 
SPELAD-PA500(6754) INTEGR-PA500(6560) #1; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; 1.8; 0.7; 252.6; 254.4; 1992.0; 
SPELAD-PA500(6754) INTEGR-PA500(6560) #1; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; 1.7; 0.7; 252.7; 254.4; 2511.0; 
SPELAD-PA500(6754) INTEGR-PA500(6560) #1; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; 1.6; 0.7; 247.3; 248.9; 1992.0; 
SPELAD-PA500(6754) INTEGR-PA500(6560) #1; 5480; SOBRA3-CE500; 9516    #03; SOBRALCER016; -1.5; -2.3; 65.5; 64.0; 250.0; 
SPELAD-PA500(6754) INTEGR-PA500(6560) #1; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 1.5; 0.3; 448.6; 450.1; 2046.0; 
SPELAD-PA500(6754) INTEGR-PA500(6560) #1; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 1.5; 0.3; 448.6; 450.1; 2046.0; 
GILBUE-PI230(7191) GID-T2-PI000(44037) #2; 7193; GILBUE-PI069; 44035    #01; GID-T1-PI000; 11.5; 100.2; 11.4; 22.9; 60.0; 
GILBUE-PI230(7191) GID-T2-PI000(44037) #2; 7191; GILBUE-PI230; 44035    #01; GID-T1-PI000; 11.5; 100.2; 11.4; 22.9; 60.0; 
GILBUE-PI230(7191) GID-T2-PI000(44037) #2; 7193; GILBUE-PI069; 44037    #02; GID-T2-PI000; -11.4; -100.0; 11.4; 0.0; 60.0; 
GILBUE-PI230(7191) GID-T2-PI000(44037) #2; 7190; GILBU2-PI500; 7191    #01; GILBUE-PI230; -0.5; -2.1; 22.7; 22.2; 300.0; 
GILBUE-PI230(7191) GID-T2-PI000(44037) #2; 5681; E.MART-PI230; 9526    #03; EMART-CER006; -0.1; -3.9; 3.2; 3.1; 40.0; 
GILBUE-PI230(7191) GID-T2-PI000(44037) #2; 7191; GILBUE-PI230; 7181    #01; B.JESU-PI230; 0.1; 0.5; 18.2; 18.3; 388.0; 
GILBUE-PI230(7191) GID-T2-PI000(44037) #2; 7181; B.JESU-PI230; 5681    #03; E.MART-PI230; 0.1; 0.3; 28.8; 28.8; 327.0; 
GILBUE-PI230(7191) GID-T2-PI000(44037) #2; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 0.0; 0.0; 342.8; 342.8; 3600.0; 
GILBUE-PI230(7191) GID-T2-PI000(44037) #2; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; 0.0; 0.0; 1136.8; 1136.8; 2922.0; 
GILBUE-PI230(7191) GID-T2-PI000(44037) #2; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 0.0; 0.0; 448.6; 448.6; 2046.0; 
BARREI-BA500(6360) SERSOL-BA500(44601) #1; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; 31.6; 2.8; 1114.4; 1146.0; 3464.0; 
BARREI-BA500(6360) SERSOL-BA500(44601) #1; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; 31.2; 2.7; 1136.8; 1168.1; 2922.0; 
BARREI-BA500(6360) SERSOL-BA500(44601) #1; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 11.4; 3.3; 342.8; 354.2; 3600.0; 
BARREI-BA500(6360) SERSOL-BA500(44601) #1; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; 5.2; 1.7; 310.0; 315.2; 3464.0; 
BARREI-BA500(6360) SERSOL-BA500(44601) #1; 5577; SJ-SB2CAP500; 6300    #02; SOBRAD-BA500; -3.8; -0.8; 496.1; 492.3; 1992.0; 
BARREI-BA500(6360) SERSOL-BA500(44601) #1; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; -3.5; -0.7; 480.2; 476.6; 1992.0; 
BARREI-BA500(6360) SERSOL-BA500(44601) #1; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; 2.9; 1.2; 252.6; 255.5; 1992.0; 
BARREI-BA500(6360) SERSOL-BA500(44601) #1; 5380; MLG2---CE500; 7922    #01; S.SURU-PE500; -2.9; -0.4; 655.4; 652.5; 2186.0; 
BARREI-BA500(6360) SERSOL-BA500(44601) #1; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; 2.9; 1.1; 258.7; 261.6; 2104.0; 
BARREI-BA500(6360) SERSOL-BA500(44601) #1; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; 2.8; 1.1; 247.3; 250.1; 1992.0; 
GILBUE-PI069(7193) GID-T2-PI000(44037) #2; 7193; GILBUE-PI069; 44035    #01; GID-T1-PI000; 11.5; 100.2; 11.4; 22.9; 60.0; 
GILBUE-PI069(7193) GID-T2-PI000(44037) #2; 7191; GILBUE-PI230; 44035    #01; GID-T1-PI000; 11.5; 100.2; 11.4; 22.9; 60.0; 
GILBUE-PI069(7193) GID-T2-PI000(44037) #2; 7191; GILBUE-PI230; 44037    #02; GID-T2-PI000; -11.4; -100.0; 11.4; 0.0; 60.0; 
GILBUE-PI069(7193) GID-T2-PI000(44037) #2; 7190; GILBU2-PI500; 7191    #01; GILBUE-PI230; -0.5; -2.1; 22.7; 22.2; 300.0; 
GILBUE-PI069(7193) GID-T2-PI000(44037) #2; 5681; E.MART-PI230; 9526    #03; EMART-CER006; -0.1; -3.9; 3.2; 3.1; 40.0; 
GILBUE-PI069(7193) GID-T2-PI000(44037) #2; 7191; GILBUE-PI230; 7181    #01; B.JESU-PI230; 0.1; 0.5; 18.2; 18.3; 388.0; 
GILBUE-PI069(7193) GID-T2-PI000(44037) #2; 7181; B.JESU-PI230; 5681    #03; E.MART-PI230; 0.1; 0.3; 28.8; 28.8; 327.0; 
GILBUE-PI069(7193) GID-T2-PI000(44037) #2; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 0.0; 0.0; 342.8; 342.8; 3600.0; 
GILBUE-PI069(7193) GID-T2-PI000(44037) #2; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; 0.0; 0.0; 1136.8; 1136.8; 2922.0; 
GILBUE-PI069(7193) GID-T2-PI000(44037) #2; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 0.0; 0.0; 448.6; 448.6; 2046.0; 
MIRACE-TO500(7200) CO-MI1CAP500(7301) #1; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; 29.4; 11.6; 252.6; 282.0; 1992.0; 
MIRACE-TO500(7200) CO-MI1CAP500(7301) #1; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; 29.3; 11.3; 258.7; 288.0; 2104.0; 
MIRACE-TO500(7200) CO-MI1CAP500(7301) #1; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; 28.0; 11.3; 247.3; 275.3; 1992.0; 
MIRACE-TO500(7200) CO-MI1CAP500(7301) #1; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; 27.8; 11.0; 252.7; 280.5; 2511.0; 
MIRACE-TO500(7200) CO-MI1CAP500(7301) #1; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 17.9; 5.2; 342.8; 360.7; 3600.0; 
MIRACE-TO500(7200) CO-MI1CAP500(7301) #1; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 16.5; 3.7; 448.6; 465.1; 2046.0; 
MIRACE-TO500(7200) CO-MI1CAP500(7301) #1; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 16.5; 3.7; 448.6; 465.1; 2046.0; 
MIRACE-TO500(7200) CO-MI1CAP500(7301) #1; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; 14.7; 3.4; 430.1; 444.8; 2165.0; 
MIRACE-TO500(7200) CO-MI1CAP500(7301) #1; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; 12.4; 4.0; 310.0; 322.4; 3464.0; 
MIRACE-TO500(7200) CO-MI1CAP500(7301) #1; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; 10.2; 2.1; 480.2; 490.3; 1992.0; 
ALTITU-BA500(9478) ALTITU-BA230(9479) #1; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; 48.5; 15.6; 310.0; 358.5; 3464.0; 
ALTITU-BA500(9478) ALTITU-BA230(9479) #1; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; -27.9; -2.5; 1114.4; 1086.5; 3464.0; 
ALTITU-BA500(9478) ALTITU-BA230(9479) #1; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; -27.6; -2.4; 1136.8; 1109.3; 2922.0; 
ALTITU-BA500(9478) ALTITU-BA230(9479) #1; 5380; MLG2---CE500; 7922    #01; S.SURU-PE500; -16.0; -2.4; 655.4; 639.4; 2186.0; 
ALTITU-BA500(9478) ALTITU-BA230(9479) #1; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; 15.7; 6.2; 252.6; 268.4; 1992.0; 
ALTITU-BA500(9478) ALTITU-BA230(9479) #1; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; 15.4; 6.0; 258.7; 274.1; 2104.0; 
ALTITU-BA500(9478) ALTITU-BA230(9479) #1; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; 15.3; 6.2; 247.3; 262.5; 1992.0; 
ALTITU-BA500(9478) ALTITU-BA230(9479) #1; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; 14.9; 5.9; 252.7; 267.6; 2511.0; 
ALTITU-BA500(9478) ALTITU-BA230(9479) #1; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 13.7; 4.0; 342.8; 356.5; 3600.0; 
ALTITU-BA500(9478) ALTITU-BA230(9479) #1; 5436; RGONCA-PI500; 5575    #02; RG-CO2CAP500; 11.0; 4.5; 241.3; 252.2; 2104.0; 
BARREI-BA500(6360) BRD-T2-BA000(44138) #2; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; -4.5; -0.4; 1136.8; 1132.3; 2922.0; 
BARREI-BA500(6360) BRD-T2-BA000(44138) #2; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; -4.4; -0.4; 1114.4; 1110.0; 3464.0; 
BARREI-BA500(6360) BRD-T2-BA000(44138) #2; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; -1.0; -0.3; 342.8; 341.8; 3600.0; 
BARREI-BA500(6360) BRD-T2-BA000(44138) #2; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; -0.6; -0.2; 310.0; 309.4; 3464.0; 
BARREI-BA500(6360) BRD-T2-BA000(44138) #2; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; -0.4; -0.2; 252.6; 252.2; 1992.0; 
BARREI-BA500(6360) BRD-T2-BA000(44138) #2; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; -0.4; -0.2; 247.3; 246.8; 1992.0; 
BARREI-BA500(6360) BRD-T2-BA000(44138) #2; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; -0.4; -0.2; 258.7; 258.3; 2104.0; 
BARREI-BA500(6360) BRD-T2-BA000(44138) #2; 5436; RGONCA-PI500; 5575    #02; RG-CO2CAP500; -0.4; -0.2; 241.3; 240.9; 2104.0; 
BARREI-BA500(6360) BRD-T2-BA000(44138) #2; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; -0.4; -0.2; 252.7; 252.3; 2511.0; 
BARREI-BA500(6360) BRD-T2-BA000(44138) #2; 5436; RGONCA-PI500; 5437    #01; RG-CO1CAP500; -0.4; -0.2; 241.4; 241.0; 1992.0; 
S.GONC-PI500(8188) SGT3-1-PI000(8952) #3; 7190; GILBU2-PI500; 8188    #04; S.GONC-PI500; -97.8; -27.2; 359.5; 261.7; 9999.0; 
S.GONC-PI500(8188) SGT3-1-PI000(8952) #3; 8952; SGT3-1-PI000; 8953    #03; SGT3-2-PI000; -49.3; -100.0; 49.3; 0.0; 9999.0; 
S.GONC-PI500(8188) SGT3-1-PI000(8952) #3; 8954; SGT3-3-PI000; 8955    #03; SGT3-4-PI000; -49.3; -100.0; 49.3; 0.0; 9999.0; 
S.GONC-PI500(8188) SGT3-1-PI000(8952) #3; 8952; SGT3-1-PI000; 8955    #03; SGT3-4-PI000; -49.2; -100.0; 49.2; 0.0; 9999.0; 
S.GONC-PI500(8188) SGT3-1-PI000(8952) #3; 8953; SGT3-2-PI000; 8954    #03; SGT3-3-PI000; 48.2; 496.4; 9.7; 58.0; 9999.0; 
S.GONC-PI500(8188) SGT3-1-PI000(8952) #3; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; -44.1; -4.0; 1114.4; 1070.3; 3464.0; 
S.GONC-PI500(8188) SGT3-1-PI000(8952) #3; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; -43.7; -3.8; 1136.8; 1093.2; 2922.0; 
S.GONC-PI500(8188) SGT3-1-PI000(8952) #3; 8767; SGON-5-PI034; 8766    #01; SGON-5UFV048; 21.9; 55.8; 39.2; 61.0; 9999.0; 
S.GONC-PI500(8188) SGT3-1-PI000(8952) #3; 8953; SGT3-2-PI000; 8767    #03; SGON-5-PI034; 17.3; 42.7; 40.6; 58.0; 9999.0; 
S.GONC-PI500(8188) SGT3-1-PI000(8952) #3; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 12.5; 3.6; 342.8; 355.3; 3600.0; 
MIRACE-TO500(7200) GILBU2-PI500(7190) #3; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; -192.0; -17.2; 1114.4; 922.4; 3464.0; 
MIRACE-TO500(7200) GILBU2-PI500(7190) #3; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; -186.8; -16.4; 1136.8; 950.1; 2922.0; 
MIRACE-TO500(7200) GILBU2-PI500(7190) #3; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 77.9; 22.7; 342.8; 420.7; 3600.0; 
MIRACE-TO500(7200) GILBU2-PI500(7190) #3; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; 43.1; 17.1; 252.6; 295.7; 1992.0; 
MIRACE-TO500(7200) GILBU2-PI500(7190) #3; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; 42.2; 16.3; 258.7; 300.9; 2104.0; 
MIRACE-TO500(7200) GILBU2-PI500(7190) #3; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; 41.8; 16.9; 247.3; 289.1; 1992.0; 
MIRACE-TO500(7200) GILBU2-PI500(7190) #3; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; 40.9; 16.2; 252.7; 293.6; 2511.0; 
MIRACE-TO500(7200) GILBU2-PI500(7190) #3; 5436; RGONCA-PI500; 5575    #02; RG-CO2CAP500; 31.1; 12.9; 241.3; 272.4; 2104.0; 
MIRACE-TO500(7200) GILBU2-PI500(7190) #3; 5436; RGONCA-PI500; 5437    #01; RG-CO1CAP500; 29.9; 12.4; 241.4; 271.3; 1992.0; 
MIRACE-TO500(7200) GILBU2-PI500(7190) #3; 5510; B.ESPE-PI500; 5580    #07; P.DUTR-MA500; 24.3; 9.5; 256.1; 280.3; 1732.0; 
GILBU2-PI500(7190) GILBUE-PI230(7191) #1; 7191; GILBUE-PI230; 7181    #01; B.JESU-PI230; 20.6; 113.3; 18.2; 38.9; 388.0; 
GILBU2-PI500(7190) GILBUE-PI230(7191) #1; 5681; E.MART-PI230; 9526    #03; EMART-CER006; 17.1; 528.9; 3.2; 20.3; 40.0; 
GILBU2-PI500(7190) GILBUE-PI230(7191) #1; 7181; B.JESU-PI230; 5681    #03; E.MART-PI230; 14.0; 48.6; 28.8; 42.7; 327.0; 
GILBU2-PI500(7190) GILBUE-PI230(7191) #1; 5571; S.J.PI-PI230; 5681    #02; E.MART-PI230; 9.4; 18.2; 51.8; 61.2; 199.0; 
GILBU2-PI500(7190) GILBUE-PI230(7191) #1; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; 4.1; 0.4; 1136.8; 1141.0; 2922.0; 
GILBU2-PI500(7190) GILBUE-PI230(7191) #1; 5571; S.J.PI-PI230; 42344    #01; SJPIT1-PI000; -4.0; -6.8; 58.6; 54.6; 300.0; 
GILBU2-PI500(7190) GILBUE-PI230(7191) #1; 5571; S.J.PI-PI230; 44084    #02; SJPIT2-PI000; -4.0; -6.8; 58.6; 54.6; 360.0; 
GILBU2-PI500(7190) GILBUE-PI230(7191) #1; 5570; S.J.PI-PI500; 42344    #01; SJPIT1-PI000; -4.0; -6.8; 58.5; 54.5; 300.0; 
GILBU2-PI500(7190) GILBUE-PI230(7191) #1; 5570; S.J.PI-PI500; 44084    #02; SJPIT2-PI000; -4.0; -6.8; 58.5; 54.5; 360.0; 
GILBU2-PI500(7190) GILBUE-PI230(7191) #1; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; 3.3; 0.3; 1114.4; 1117.7; 3464.0; 
BARREI-BA500(6360) BURITI-BA500(6075) #6; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; 306.4; 27.0; 1136.8; 1443.3; 2922.0; 
BARREI-BA500(6360) BURITI-BA500(6075) #6; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; 302.2; 27.1; 1114.4; 1416.6; 3464.0; 
BARREI-BA500(6360) BURITI-BA500(6075) #6; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; -81.2; -26.2; 310.0; 228.7; 3464.0; 
BARREI-BA500(6360) BURITI-BA500(6075) #6; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 35.4; 10.3; 342.8; 378.2; 3600.0; 
BARREI-BA500(6360) BURITI-BA500(6075) #6; 5570; S.J.PI-PI500; 6640    #01; CURRAL-PI500; 24.6; 7.0; 351.6; 376.2; 1992.0; 
BARREI-BA500(6360) BURITI-BA500(6075) #6; 5380; MLG2---CE500; 7922    #01; S.SURU-PE500; 20.6; 3.1; 655.4; 676.0; 2186.0; 
BARREI-BA500(6360) BURITI-BA500(6075) #6; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; -20.3; -8.0; 252.6; 232.3; 1992.0; 
BARREI-BA500(6360) BURITI-BA500(6075) #6; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; -19.8; -8.0; 247.3; 227.4; 1992.0; 
BARREI-BA500(6360) BURITI-BA500(6075) #6; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; -19.7; -7.6; 258.7; 239.0; 2104.0; 
BARREI-BA500(6360) BURITI-BA500(6075) #6; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; -19.2; -7.6; 252.7; 233.5; 2511.0; 
CO-MI3CAP500(7305) MIRACE-TO500(7200) #3; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; 30.3; 12.0; 252.6; 282.9; 1992.0; 
CO-MI3CAP500(7305) MIRACE-TO500(7200) #3; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; 30.2; 11.7; 258.7; 288.9; 2104.0; 
CO-MI3CAP500(7305) MIRACE-TO500(7200) #3; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; 28.8; 11.6; 247.3; 276.0; 1992.0; 
CO-MI3CAP500(7305) MIRACE-TO500(7200) #3; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; 28.6; 11.3; 252.7; 281.3; 2511.0; 
CO-MI3CAP500(7305) MIRACE-TO500(7200) #3; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 18.2; 5.3; 342.8; 361.0; 3600.0; 
CO-MI3CAP500(7305) MIRACE-TO500(7200) #3; 5570; S.J.PI-PI500; 43952    #05; SJ-SB1-PI500; 17.1; 3.8; 448.6; 465.7; 2046.0; 
CO-MI3CAP500(7305) MIRACE-TO500(7200) #3; 43952; SJ-SB1-PI500; 5572    #05; SJ-SB1CAP500; 17.1; 3.8; 448.6; 465.7; 2046.0; 
CO-MI3CAP500(7305) MIRACE-TO500(7200) #3; 5572; SJ-SB1CAP500; 6300    #05; SOBRAD-BA500; 15.2; 3.5; 430.1; 445.2; 2165.0; 
CO-MI3CAP500(7305) MIRACE-TO500(7200) #3; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; 12.6; 4.1; 310.0; 322.6; 3464.0; 
CO-MI3CAP500(7305) MIRACE-TO500(7200) #3; 5570; S.J.PI-PI500; 5577    #02; SJ-SB2CAP500; 10.3; 2.1; 480.2; 490.5; 1992.0; 
BARREI-BA500(6360) BRREC2CAP500(6443) #2; 7190; GILBU2-PI500; 7197    #02; GB-BR-CAP500; -47.6; -4.2; 1136.8; 1089.3; 2922.0; 
BARREI-BA500(6360) BRREC2CAP500(6443) #2; 7197; GB-BR-CAP500; 6446    #02; BR-GB-CAP500; -44.9; -4.0; 1114.4; 1069.5; 3464.0; 
BARREI-BA500(6360) BRREC2CAP500(6443) #2; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; -8.4; -2.5; 342.8; 334.4; 3600.0; 
BARREI-BA500(6360) BRREC2CAP500(6443) #2; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; -7.5; -2.4; 310.0; 302.5; 3464.0; 
BARREI-BA500(6360) BRREC2CAP500(6443) #2; 5436; RGONCA-PI500; 5435    #03; RG-SJ1CAP500; -4.0; -1.6; 252.6; 248.6; 1992.0; 
BARREI-BA500(6360) BRREC2CAP500(6443) #2; 5435; RG-SJ1CAP500; 5570    #03; S.J.PI-PI500; -4.0; -1.6; 247.3; 243.3; 1992.0; 
BARREI-BA500(6360) BRREC2CAP500(6443) #2; 5436; RGONCA-PI500; 5576    #04; RG-SJ2CAP500; -3.9; -1.5; 258.7; 254.8; 2104.0; 
BARREI-BA500(6360) BRREC2CAP500(6443) #2; 5576; RG-SJ2CAP500; 5570    #04; S.J.PI-PI500; -3.8; -1.5; 252.7; 248.9; 2511.0; 
BARREI-BA500(6360) BRREC2CAP500(6443) #2; 5436; RGONCA-PI500; 5575    #02; RG-CO2CAP500; -3.6; -1.5; 241.3; 237.6; 2104.0; 
BARREI-BA500(6360) BRREC2CAP500(6443) #2; 5436; RGONCA-PI500; 5437    #01; RG-CO1CAP500; -3.5; -1.5; 241.4; 237.9; 1992.0; 
BURITI-BA500(6075) QUEIMA-PI500(5325) #2; 6640; CURRAL-PI500; 5325    #01; QUEIMA-PI500; -116.9; -37.7; 310.0; 193.1; 3464.0; 
BURITI-BA500(6075) QUEIMA-PI500(5325) #2; 5570; S.J.PI-PI500; 6640    #01; CURRAL-PI500; 43.9; 12.5; 351.6; 395.5; 1992.0; 
BURITI-BA500(6075) QUEIMA-PI500(5325) #2; 5380; MLG2---CE500; 5325    #03; QUEIMA-PI500; 35.8; 18.9; 190.0; 225.9; 3464.0; 
BURITI-BA500(6075) QUEIMA-PI500(5325) #2; 5570; S.J.PI-PI500; 7190    #05; GILBU2-PI500; 27.9; 8.2; 342.8; 370.7; 3600.0; 
BURITI-BA500(6075) QUEIMA-PI500(5325) #2; 5380; MLG2---CE500; 7922    #01; S.SURU-PE500; 26.3; 4.0; 655.4; 681.6; 2186.0; 
BURITI-BA500(6075) QUEIMA-PI500(5325) #2; 5428; QUIXAD-CE500; 5408    #03; MILAGR-CE500; -14.1; -8.6; 164.3; 150.3; 2608.0; 
BURITI-BA500(6075) QUEIMA-PI500(5325) #2; 5380; MLG2---CE500; 5350    #02; ACU3---RN500; -13.7; -3.4; 403.1; 389.4; 3810.0; 
BURITI-BA500(6075) QUEIMA-PI500(5325) #2; 5451; FTZ2---CE500; 5428    #05; QUIXAD-CE500; 12.7; 5.6; 226.5; 239.3; 2608.0; 
