 sep=;
Ctg ID; Bus; Bus Name; Area; Zone; VBase (kV); V BC (pu); V Ctg (pu); VSupE (pu); Diff BC V (pu); Viol (pu); 
GILBUE-PI230(7191) GID-T2-PI000(44037) #2; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GILBUE-PI230(7191) GID-T2-PI000(44037) #2; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
GILBUE-PI230(7191) GID-T2-PI000(44037) #2; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) SERSOL-BA500(44601) #1; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
BARREI-BA500(6360) SERSOL-BA500(44601) #1; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
BARREI-BA500(6360) SERSOL-BA500(44601) #1; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
BARREI-BA500(6360) SERSOL-BA500(44601) #1; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
BARREI-BA500(6360) SERSOL-BA500(44601) #1; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) SERSOL-BA500(44601) #1; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) SERSOL-BA500(44601) #1; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
BARREI-BA500(6360) SERSOL-BA500(44601) #1; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) SERSOL-BA500(44601) #1; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) SERSOL-BA500(44601) #1; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GILBUE-PI069(7193) GID-T2-PI000(44037) #2; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
GILBUE-PI069(7193) GID-T2-PI000(44037) #2; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
GILBUE-PI069(7193) GID-T2-PI000(44037) #2; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
GILBUE-PI069(7193) GID-T2-PI000(44037) #2; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
GILBUE-PI069(7193) GID-T2-PI000(44037) #2; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GILBUE-PI069(7193) GID-T2-PI000(44037) #2; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GILBUE-PI069(7193) GID-T2-PI000(44037) #2; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GILBUE-PI069(7193) GID-T2-PI000(44037) #2; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GILBUE-PI069(7193) GID-T2-PI000(44037) #2; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
GILBUE-PI069(7193) GID-T2-PI000(44037) #2; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
MIRACE-TO500(7200) CO-MI1CAP500(7301) #1; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
MIRACE-TO500(7200) CO-MI1CAP500(7301) #1; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
MIRACE-TO500(7200) CO-MI1CAP500(7301) #1; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
MIRACE-TO500(7200) CO-MI1CAP500(7301) #1; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
MIRACE-TO500(7200) CO-MI1CAP500(7301) #1; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
MIRACE-TO500(7200) CO-MI1CAP500(7301) #1; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
MIRACE-TO500(7200) CO-MI1CAP500(7301) #1; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACE-TO500(7200) CO-MI1CAP500(7301) #1; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
MIRACE-TO500(7200) CO-MI1CAP500(7301) #1; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
MIRACE-TO500(7200) CO-MI1CAP500(7301) #1; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
ALTITU-BA500(9478) ALTITU-BA230(9479) #1; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
ALTITU-BA500(9478) ALTITU-BA230(9479) #1; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
ALTITU-BA500(9478) ALTITU-BA230(9479) #1; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
ALTITU-BA500(9478) ALTITU-BA230(9479) #1; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
ALTITU-BA500(9478) ALTITU-BA230(9479) #1; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
ALTITU-BA500(9478) ALTITU-BA230(9479) #1; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
ALTITU-BA500(9478) ALTITU-BA230(9479) #1; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
ALTITU-BA500(9478) ALTITU-BA230(9479) #1; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
ALTITU-BA500(9478) ALTITU-BA230(9479) #1; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
ALTITU-BA500(9478) ALTITU-BA230(9479) #1; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) BRD-T2-BA000(44138) #2; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
BARREI-BA500(6360) BRD-T2-BA000(44138) #2; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
BARREI-BA500(6360) BRD-T2-BA000(44138) #2; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
BARREI-BA500(6360) BRD-T2-BA000(44138) #2; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
BARREI-BA500(6360) BRD-T2-BA000(44138) #2; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
BARREI-BA500(6360) BRD-T2-BA000(44138) #2; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
BARREI-BA500(6360) BRD-T2-BA000(44138) #2; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
BARREI-BA500(6360) BRD-T2-BA000(44138) #2; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
BARREI-BA500(6360) BRD-T2-BA000(44138) #2; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
BARREI-BA500(6360) BRD-T2-BA000(44138) #2; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
S.GONC-PI500(8188) SGT3-1-PI000(8952) #3; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
S.GONC-PI500(8188) SGT3-1-PI000(8952) #3; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
S.GONC-PI500(8188) SGT3-1-PI000(8952) #3; 8951; SGON-6-PI034; 771; 1; 34.5; 1.039; 1.057; 1.050; 0.017; 0.007; 
S.GONC-PI500(8188) SGT3-1-PI000(8952) #3; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.056; 1.050; 0.016; 0.006; 
S.GONC-PI500(8188) SGT3-1-PI000(8952) #3; 8954; SGT3-3-PI000; 771; 1; 991.0; 1.032; 1.053; 1.050; 0.021; 0.003; 
S.GONC-PI500(8188) SGT3-1-PI000(8952) #3; 8955; SGT3-4-PI000; 771; 1; 991.0; 1.030; 1.053; 1.050; 0.023; 0.003; 
S.GONC-PI500(8188) SGT3-1-PI000(8952) #3; 8956; SGONT3-PI013; 771; 1; 13.8; 1.030; 1.053; 1.050; 0.023; 0.003; 
S.GONC-PI500(8188) SGT3-1-PI000(8952) #3; 8952; SGT3-1-PI000; 771; 1; 991.0; 1.030; 1.053; 1.050; 0.023; 0.003; 
S.GONC-PI500(8188) SGT3-1-PI000(8952) #3; 8953; SGT3-2-PI000; 771; 1; 991.0; 1.032; 1.053; 1.050; 0.021; 0.003; 
S.GONC-PI500(8188) SGT3-1-PI000(8952) #3; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.051; 1.050; 0.010; 0.001; 
MIRACE-TO500(7200) GILBU2-PI500(7190) #3; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
MIRACE-TO500(7200) GILBU2-PI500(7190) #3; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
MIRACE-TO500(7200) GILBU2-PI500(7190) #3; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
MIRACE-TO500(7200) GILBU2-PI500(7190) #3; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACE-TO500(7200) GILBU2-PI500(7190) #3; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.001; -0.010; 
MIRACE-TO500(7200) GILBU2-PI500(7190) #3; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.039; 1.050; -0.001; -0.011; 
MIRACE-TO500(7200) GILBU2-PI500(7190) #3; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.039; 1.050; -0.001; -0.011; 
MIRACE-TO500(7200) GILBU2-PI500(7190) #3; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.039; 1.050; -0.001; -0.011; 
MIRACE-TO500(7200) GILBU2-PI500(7190) #3; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.039; 1.050; -0.001; -0.011; 
MIRACE-TO500(7200) GILBU2-PI500(7190) #3; 7272; VPIII--PI000; 772; 1; 991.0; 1.040; 1.039; 1.050; -0.001; -0.011; 
GILBU2-PI500(7190) GILBUE-PI230(7191) #1; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
GILBU2-PI500(7190) GILBUE-PI230(7191) #1; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
GILBU2-PI500(7190) GILBUE-PI230(7191) #1; 7193; GILBUE-PI069; 773; 1; 69.0; 1.005; 1.053; 1.050; 0.047; 0.003; 
GILBU2-PI500(7190) GILBUE-PI230(7191) #1; 7191; GILBUE-PI230; 772; 1; 230.0; 0.995; 1.043; 1.050; 0.048; -0.007; 
GILBU2-PI500(7190) GILBUE-PI230(7191) #1; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
GILBU2-PI500(7190) GILBUE-PI230(7191) #1; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
GILBU2-PI500(7190) GILBUE-PI230(7191) #1; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GILBU2-PI500(7190) GILBUE-PI230(7191) #1; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GILBU2-PI500(7190) GILBUE-PI230(7191) #1; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
GILBU2-PI500(7190) GILBUE-PI230(7191) #1; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
BARREI-BA500(6360) BURITI-BA500(6075) #6; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
BARREI-BA500(6360) BURITI-BA500(6075) #6; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
BARREI-BA500(6360) BURITI-BA500(6075) #6; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
BARREI-BA500(6360) BURITI-BA500(6075) #6; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) BURITI-BA500(6075) #6; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
BARREI-BA500(6360) BURITI-BA500(6075) #6; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) BURITI-BA500(6075) #6; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.040; 1.050; -0.001; -0.010; 
BARREI-BA500(6360) BURITI-BA500(6075) #6; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) BURITI-BA500(6075) #6; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) BURITI-BA500(6075) #6; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.039; 1.050; -0.000; -0.011; 
CO-MI3CAP500(7305) MIRACE-TO500(7200) #3; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
CO-MI3CAP500(7305) MIRACE-TO500(7200) #3; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
CO-MI3CAP500(7305) MIRACE-TO500(7200) #3; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
CO-MI3CAP500(7305) MIRACE-TO500(7200) #3; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
CO-MI3CAP500(7305) MIRACE-TO500(7200) #3; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
CO-MI3CAP500(7305) MIRACE-TO500(7200) #3; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
CO-MI3CAP500(7305) MIRACE-TO500(7200) #3; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
CO-MI3CAP500(7305) MIRACE-TO500(7200) #3; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
CO-MI3CAP500(7305) MIRACE-TO500(7200) #3; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
CO-MI3CAP500(7305) MIRACE-TO500(7200) #3; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) BRREC2CAP500(6443) #2; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
BARREI-BA500(6360) BRREC2CAP500(6443) #2; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
BARREI-BA500(6360) BRREC2CAP500(6443) #2; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
BARREI-BA500(6360) BRREC2CAP500(6443) #2; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.040; 1.050; -0.001; -0.010; 
BARREI-BA500(6360) BRREC2CAP500(6443) #2; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) BRREC2CAP500(6443) #2; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) BRREC2CAP500(6443) #2; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) BRREC2CAP500(6443) #2; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
BARREI-BA500(6360) BRREC2CAP500(6443) #2; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BARREI-BA500(6360) BRREC2CAP500(6443) #2; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
BURITI-BA500(6075) QUEIMA-PI500(5325) #2; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
BURITI-BA500(6075) QUEIMA-PI500(5325) #2; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
BURITI-BA500(6075) QUEIMA-PI500(5325) #2; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
BURITI-BA500(6075) QUEIMA-PI500(5325) #2; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.040; 1.050; -0.001; -0.010; 
BURITI-BA500(6075) QUEIMA-PI500(5325) #2; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
BURITI-BA500(6075) QUEIMA-PI500(5325) #2; 8951; SGON-6-PI034; 771; 1; 34.5; 1.039; 1.039; 1.050; -0.001; -0.011; 
BURITI-BA500(6075) QUEIMA-PI500(5325) #2; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.037; 1.050; -0.004; -0.013; 
BURITI-BA500(6075) QUEIMA-PI500(5325) #2; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.037; 1.050; -0.004; -0.013; 
BURITI-BA500(6075) QUEIMA-PI500(5325) #2; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.037; 1.050; -0.003; -0.013; 
BURITI-BA500(6075) QUEIMA-PI500(5325) #2; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.036; 1.050; -0.004; -0.014; 
SGT3-1-PI000(8952) SGT3-2-PI000(8953) #3; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
SGT3-1-PI000(8952) SGT3-2-PI000(8953) #3; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
SGT3-1-PI000(8952) SGT3-2-PI000(8953) #3; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
SGT3-1-PI000(8952) SGT3-2-PI000(8953) #3; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
SGT3-1-PI000(8952) SGT3-2-PI000(8953) #3; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT3-1-PI000(8952) SGT3-2-PI000(8953) #3; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT3-1-PI000(8952) SGT3-2-PI000(8953) #3; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT3-1-PI000(8952) SGT3-2-PI000(8953) #3; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
SGT3-1-PI000(8952) SGT3-2-PI000(8953) #3; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
SGT3-1-PI000(8952) SGT3-2-PI000(8953) #3; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
MIRACE-TO500(7200) CO-MI2CAP500(7303) #2; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
MIRACE-TO500(7200) CO-MI2CAP500(7303) #2; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
MIRACE-TO500(7200) CO-MI2CAP500(7303) #2; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
MIRACE-TO500(7200) CO-MI2CAP500(7303) #2; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
MIRACE-TO500(7200) CO-MI2CAP500(7303) #2; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
MIRACE-TO500(7200) CO-MI2CAP500(7303) #2; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
MIRACE-TO500(7200) CO-MI2CAP500(7303) #2; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACE-TO500(7200) CO-MI2CAP500(7303) #2; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
MIRACE-TO500(7200) CO-MI2CAP500(7303) #2; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
MIRACE-TO500(7200) CO-MI2CAP500(7303) #2; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; -0.000; -0.010; 
MIRACE-TO500(7200) MIRACE-TO000(7208) #1; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; 0.000; 0.083; 
MIRACE-TO500(7200) MIRACE-TO000(7208) #1; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; 0.000; 0.079; 
MIRACE-TO500(7200) MIRACE-TO000(7208) #1; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
MIRACE-TO500(7200) MIRACE-TO000(7208) #1; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
MIRACE-TO500(7200) MIRACE-TO000(7208) #1; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACE-TO500(7200) MIRACE-TO000(7208) #1; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACE-TO500(7200) MIRACE-TO000(7208) #1; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACE-TO500(7200) MIRACE-TO000(7208) #1; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACE-TO500(7200) MIRACE-TO000(7208) #1; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACE-TO500(7200) MIRACE-TO000(7208) #1; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACEPCH138(7202) MIRACE-TO000(7208) #1; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; 0.000; 0.083; 
MIRACEPCH138(7202) MIRACE-TO000(7208) #1; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; 0.000; 0.079; 
MIRACEPCH138(7202) MIRACE-TO000(7208) #1; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
MIRACEPCH138(7202) MIRACE-TO000(7208) #1; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
MIRACEPCH138(7202) MIRACE-TO000(7208) #1; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACEPCH138(7202) MIRACE-TO000(7208) #1; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACEPCH138(7202) MIRACE-TO000(7208) #1; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACEPCH138(7202) MIRACE-TO000(7208) #1; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACEPCH138(7202) MIRACE-TO000(7208) #1; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACEPCH138(7202) MIRACE-TO000(7208) #1; 7258; VPII---PI000; 772; 1; 991.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 44669; RSFRANUFV000; 771; 1; 34.5; 1.133; 1.133; 1.050; -0.000; 0.083; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 44670; RSFRAN-PI034; 771; 1; 34.5; 1.129; 1.129; 1.050; -0.000; 0.079; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 8766; SGON-5UFV048; 771; 1; 34.5; 1.041; 1.041; 1.050; 0.000; -0.009; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 8767; SGON-5-PI034; 771; 1; 34.5; 1.041; 1.041; 1.050; -0.000; -0.009; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 6705; CHAPNH-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 6641; CURRAL-PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 7257; VPII---PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 7271; VPIII--PI230; 772; 1; 230.0; 1.040; 1.040; 1.050; 0.000; -0.010; 
MIRACE-TO013(7205) MIRACE-TO000(7208) #1; 8950; SGON-6UFV072; 771; 1; 34.5; 1.040; 1.040; 1.050; 0.000; -0.010; 
